1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, Tesco, Tacoma, United States, Cash, 42176, Y, 
8620, c_08620, Алевтин Хорішко, 300, Chairs, Furniture, 6, $360.0, 2021-08-23 18:35:21, Amazon, хутір Перечин, Ukraine, Electronic, 16316, Y, 
8621, c_08621, Павло Атрощенко, 112, Smart fridges, Technology, 10, $3490.0, 2021-06-20 14:17:31, Tesco, хутір Мукачево, Ukraine, Internet Banking, 42413, Y, 
8622, c_08622, Людмила Вдовенко, 401, Pencils, School Items, 6, $3.0, 2021-11-11 17:20:56, Tesco, місто Коростишів, Ukraine, Electronic, 65140, Y, 
8623, c_08623, Едуард Баран, 310, Ladders, Furniture, 4, $92.0, 2021-11-20 16:53:37, Tesco, хутір Карлівка, Ukraine, Card, 25246, Y, 
8624, c_08624, Єфрем Андрієнко, 312, Stool, Furniture, 1, $25.0, 2021-07-20 11:58:34, Tesco, хутір Федорівка, Ukraine, Gift card, 11924, Y, 
8625, c_08625, Камілла Шеремета, 311, Ottoman, Furniture, 1, $50.0, 2021-07-20 11:58:34, Tesco, селище Сквира, Ukraine, Cash, 98589, Y, 
8626, c_08626, Богуслав Шевченко, 414, Notepads, School Items, 8, $24.0, 2021-12-21 12:37:52, Amazon, місто Ворожба, Ukraine, Card, 30530, N, Invalid zip code
8627, c_08627, Людмила Дзиндра, 406, Backpacks, School Items, 4, $116.0, 2021-12-15 15:37:10, Tesco, хутір Ковель, Ukraine, Card, 51612, Y, 
eight thousand six hundred and twenty-eighth, c_08628, Леонтій Гуцуляк, 213, Tracksuit, Clothes, 3, $147.0, 2021-11-09 17:48:53, Tesco, селище Радехів, Ukraine, Internet Banking, 96583, Y, 
8629, c_08629, Ліза Онищенко, 220, Bow-ties, Clothes, 3, $45.0, 2021-11-09 17:48:53, Tesco, місто Погребище, Ukraine, Gift card, 75805, Y, 
8630, c_08630, Роксолана Лавренко, 316, Shelves, Furniture, 10, $300.0, 2021-12-08 10:22:10, Aldi, хутір Городок, Ukraine, Gift card, 69292, N, Insufficent funds
8631, c_08631, Орхип Чумаченко, 110, Remotes, Technology, 3, $75.0, 2021-09-07 20:41:15, Tesco, місто Боково-Хрустальне, Ukraine, Gift card, 59519, Y, 
8632, c_08632, Данна Арсенич, 312, Stool, Furniture, 1, $25.0, 2021-11-13 20:50:05, Tesco, хутір Радивилів, Ukraine, Cash, 61220, Y, 
8633, c_08633, Одарка Бабиченко, 110, Remotes, Technology, 1, $25.0, 2021-11-13 20:50:05, Tesco, селище Великі Мости, Ukraine, Cash, 96221, N, Insufficent funds
8634, c_08634, Ірина Затула, 112, Smart fridges, Technology, 8, $2792.0, 2021-12-27 11:04:39, Aldi, село Миронівка, Ukraine, Card, 15944, Y, 
8635, c_08635, Остап Гриценко, 422, Lunchbox, School Items, 8, $56.0, 2021-12-27 11:04:39, Aldi, село Костопіль, Ukraine, Electronic, 65352, N, Account locked
8636, c_08636, Віктор Габелко, 312, Stool, Furniture, 8, $200.0, 2021-04-25 12:52:07, Tesco, село Бердичів, Ukraine, Card, 87629, Y, 
8637, c_08637, Арсен Базилевич, 313, Cupboard, Furniture, 2, $180.0, 2021-10-14 08:09:32, Tesco, село Южне, Ukraine, Electronic, 62388, Y, 
eight thousand six hundred and thirty-eighth, c_08638, Пріска Єрошенко, 307, Dresser, Furniture, 8, $960.0, 2021-11-26 18:22:50, bazos, місто Помічна, Ukraine, Gift card, 60191, N, Insufficent funds
8639, c_08639, Еріка Демʼянчук, 310, Ladders, Furniture, 9, $207.0, 2021-06-22 18:50:45, Tesco, селище Помічна, Ukraine, Internet Banking, 35211, Y, 
8640, c_08640, Веніямин Остапчук, 407, Bags, School Items, 9, $90.0, 2021-06-22 18:50:45, Tesco, хутір Луцьк, Ukraine, Card, 33739, Y, 
8641, c_08641, Арсен Архимович, 413, Sketchbooks, School Items, 7, $21.0, 2021-07-09 15:04:55, Tesco, село Козятин, Ukraine, Cash, 65520, Y, 
8642, c_08642, Руслан Дараган, 211, Glasses, Clothes, 6, $354.0, 2021-02-21 19:14:56, Tesco, місто Кам'янка (Черкаська область), Ukraine, Cash, 68849, Y, 
8643, c_08643, Прохір Назаренко, 102, Phones, Technology, 3, $1800.0, 2021-12-08 14:39:43, Tesco, селище Привілля, Ukraine, Internet Banking, 40573, N, Account locked
8644, c_08644, Віолетта Гузенко, 110, Remotes, Technology, 8, $200.0, 2021-10-16 13:25:33, Tesco, селище Волноваха, Ukraine, Cash, 30783, Y, 
8645, c_08645, Аврелій Гречаник, 109, TVs, Technology, 10, $12000.0, 2021-07-17 16:08:34, Tesco, селище Остер , Ukraine, Internet Banking, 52615, Y, 
8646, c_08646, Златослава Вітрук, 405, Textbooks, School Items, 9, $585.0, 2021-12-06 10:55:02, Aldi, селище Вашківці, Ukraine, Electronic, 10665, Y, 
8647, c_08647, Тарас Франко, 308, Chest, Furniture, 9, $720.0, 2021-12-06 10:55:02, Aldi, хутір Вижниця, Ukraine, Gift card, 41434, N, Insufficent funds
8648, c_08648, Спас Вовк, 400, Notebooks, School Items, 3, $3.0, 2021-07-03 12:47:02, Amazon, хутір Покровськ, Ukraine, Gift card, 38187, Y, 
8649, c_08649, Надія Чумак, 315, Grandfather clock, Furniture, 3, $1500.0, 2021-12-08 19:59:21, Tesco, селище Бахмут, Ukraine, Card, 40243, N, Invalid card number
8650, c_08650, Максим Царенко, 404, Chromebooks, School Items, 3, $360.0, 2021-12-08 19:59:21, Tesco, селище Лутугине, Ukraine, Gift card, 11246, N, Insufficent funds
8651, c_08651, Борис Олійник, 412, Uniforms, School Items, 7, $140.0, 2021-12-24 19:34:14, Mediamarkt, хутір Семенівка, Ukraine, Internet Banking, 55035, Y, 
8652, c_08652, Панас Тимченко, 401, Pencils, School Items, 10, $5.0, 2021-06-23 20:19:23, Tesco, село Бровари, Ukraine, Internet Banking, 50663, Y, 
8653, c_08653, Ярослав Гавриленко, 302, Recliners, Furniture, 1, $165.0, 2021-11-14 11:34:48, Tesco, село Тетіїв, Ukraine, Gift card, 24371, Y, 
8654, c_08654, Тарас Цибуленко, 419, Lunch Bags, School Items, 3, $21.0, 2021-12-19 15:46:35, Amazon, село Борщів, Ukraine, Card, 27365, Y, 
8655, c_08655, Онисим Захаренко, 210, T-shirts, Clothes, 5, $50.0, 2021-12-11 13:33:51, Tesco, село Бердянськ, Ukraine, Gift card, 65293, Y, 
8656, c_08656, Соломон Романенко, 211, Glasses, Clothes, 5, $295.0, 2021-12-11 13:33:51, Tesco, село Славута, Ukraine, Card, 81201, Y, 
8657, c_08657, Лукʼян Фаренюк, 205, Socks, Clothes, 9, $45.0, 2021-12-20 10:25:00, Tesco, селище Ізмаїл, Ukraine, Gift card, 24883, N, Insufficent funds
8658, c_08658, Клавдія Овсієнко, 225, Cap, Clothes, 9, $180.0, 2021-12-20 10:25:00, Tesco, село Гнівань, Ukraine, Card, 81569, Y, 
8659, c_08659, Єфрем Нестайко, 409, Crayons, School Items, 8, $24.0, 2021-11-17 09:12:50, Tesco, місто Львів, Ukraine, Card, 54044, Y, 
8660, c_08660, Варвара Забара, 216, Coats, Clothes, 8, $160.0, 2021-11-17 09:12:50, Tesco, село Мар'їнка, Ukraine, Internet Banking, 49762, N, Account locked
8661, c_08661, Аніта Деревʼянко, 118, Monitors, Technology, 4, $600.0, 2021-12-19 14:44:36, Tesco, село Золоте, Ukraine, Internet Banking, 64953, Y, 
8662, c_08662, Костянтин Франчук, 405, Textbooks, School Items, 1, $65.0, 2021-12-07 19:31:52, Amazon, селище Сімферополь, Ukraine, Electronic, 70540, Y, 
eight thousand six hundred and sixty-third, c_08663, Гліб Артимишин, 120, Virtual Assistant, Technology, 5, $895.0, 2021-10-14 17:57:27, Tesco, село Бібрка, Ukraine, Cash, 55097, Y, 
8664, c_08664, Мілена Ребрик, 314, Cradle, Furniture, 9, $1161.0, 2021-06-20 10:33:40, Tesco, хутір Чортків, Ukraine, Card, 41777, Y, 
8665, c_08665, Ірина Артюшенко, 301, Couches, Furniture, 6, $1800.0, 2021-10-11 11:39:26, Tesco, місто Ізяслав, Ukraine, Cash, 22117, Y, 
8666, c_08666, Гліб Свириденко, 418, Glue Stick, School Items, 6, $6.0, 2021-10-11 11:39:26, Tesco, хутір Соснівка , Ukraine, Internet Banking, 27025, Y, 
8667, c_08667, Іван Дуплій, 312, Stool, Furniture, 2, $50.0, 2021-11-15 09:09:15, Tesco, селище Корюківка, Ukraine, Internet Banking, 76762, Y, 
eight thousand six hundred and sixty-eighth, c_08668, Яків Гречаник, 408, Rulers, School Items, 2, $4.0, 2021-11-15 09:09:15, Tesco, селище Немирів, Ukraine, Gift card, 54192, N, Insufficent funds
8669, c_08669, Святослав Ємельяненко, 408, Rulers, School Items, 8, $16.0, 2021-02-04 10:28:08, Tesco, хутір Кролевець, Ukraine, Cash, 30736, Y, 
8670, c_08670, Лесь Микитюк, 203, Sandals, Clothes, 8, $240.0, 2021-12-22 11:22:14, Mediamarkt, селище Теплодар, Ukraine, Electronic, 26380, Y, 
8671, c_08671, Остап Жаліло, 108, Tablets, Technology, 8, $4800.0, 2021-12-06 19:41:12, Aldi, хутір Ладижин, Ukraine, Internet Banking, 21810, Y, 
8672, c_08672, Анжела Червоненко, 201, Underwear, Clothes, 1, $9.0, 2021-05-25 16:46:57, Tesco, село Кролевець, Ukraine, Electronic, 21584, Y, 
8673, c_08673, Ярина Зубко, 313, Cupboard, Furniture, 7, $630.0, 2021-12-03 18:21:09, Amazon, селище Федорівка, Ukraine, Card, 47790, Y, 
8674, c_08674, Прохір Вернигора, 407, Bags, School Items, 2, $20.0, 2021-07-10 17:15:53, Tesco, місто Жашків, Ukraine, Cash, 95326, Y, 
8675, c_08675, Вікторія Чуйко, 107, Computers, Technology, 7, $4900.0, 2021-03-11 11:58:10, Tesco, село Великі Мости, Ukraine, Cash, 79752, Y, 
8676, c_08676, Єфрем Тесля, 210, T-shirts, Clothes, 2, $20.0, 2021-10-27 11:43:36, Amazon, село Дубровиця, Ukraine, Card, 76018, Y, 
8677, c_08677, Камілла Демиденко, 301, Couches, Furniture, 2, $600.0, 2021-10-27 11:43:36, Amazon, місто Жовті Води, Ukraine, Electronic, 69505, Y, 
8678, c_08678, Артем Стець, 115, USB, Technology, 5, $75.0, 2021-01-18 20:04:29, Tesco, місто Шпола, Ukraine, Electronic, 26129, N, Account locked
eight thousand six hundred and seventy-ninth, c_08679, Стефан Цюпа, 302, Recliners, Furniture, 5, $825.0, 2021-10-01 09:52:41, Tesco, село Богодухів, Ukraine, Card, 43004, Y, 
8680, c_08680, Лесь Мазепа, 316, Shelves, Furniture, 5, $150.0, 2021-10-01 09:52:41, Tesco, хутір Чорноморськ, Ukraine, Internet Banking, 15629, N, Account locked
8681, c_08681, Єлисей Щербак, 201, Underwear, Clothes, 3, $27.0, 2021-11-09 12:03:38, Tesco, селище Сніжне, Ukraine, Card, 99922, Y, 
8682, c_08682, Святослав Верхола, 117, Fridges, Technology, 3, $810.0, 2021-11-09 12:03:38, Tesco, селище Світловодськ, Ukraine, Card, 28499, Y, 
8683, c_08683, Михайлина Журба, 226, Watch, Clothes, 5, $300.0, 2021-02-03 08:27:47, Tesco, місто Чернівці, Ukraine, Electronic, 79400, Y, 
8684, c_08684, Еріка Копитко, 107, Computers, Technology, 5, $3500.0, 2021-02-03 08:27:47, Tesco, місто Каховка, Ukraine, Electronic, 66667, Y, 
8685, c_08685, Сергій Піддубний, 108, Tablets, Technology, 7, $4200.0, 2021-12-15 13:24:01, Amazon, село Славута, Ukraine, Electronic, 31881, Y, 
8686, c_08686, Андрій Ткаченко, 311, Ottoman, Furniture, 8, $400.0, 2021-12-05 10:21:03, Tesco, місто Лебедин, Ukraine, Cash, 73788, Y, 
8687, c_08687, Віталій Лемешко, 309, Beds, Furniture, 8, $4000.0, 2021-12-05 10:21:03, Tesco, село Зоринськ, Ukraine, Cash, 62466, Y, 
8688, c_08688, Наталія Вівчаренко, 214, Suits, Clothes, 6, $720.0, 2021-08-14 19:33:03, Tesco, село Вараш, Ukraine, Electronic, 26118, N, Account locked
8689, c_08689, Венедикт Стець, 423, Index cards, School Items, 2, $4.0, 2021-12-12 17:10:40, Tesco, село Полтава, Ukraine, Gift card, 61045, Y, 
8690, c_08690, Зиновій Чередник, 307, Dresser, Furniture, 6, $720.0, 2021-12-10 18:02:43, Amazon, хутір Южноукраїнськ, Ukraine, Cash, 76236, N, Insufficent funds
8691, c_08691, Петро Бабиченко, 202, Shoes, Clothes, 6, $360.0, 2021-12-10 18:02:43, Amazon, село Дубно, Ukraine, Electronic, 59808, Y, 
8692, c_08692, Дарина Павличенко, 311, Ottoman, Furniture, 9, $450.0, 2021-12-13 15:24:57, Tesco, селище Лисичанськ, Ukraine, Electronic, 46710, Y, 
8693, c_08693, Аркадій Бабиченко, 314, Cradle, Furniture, 9, $1161.0, 2021-12-13 15:24:57, Tesco, селище Буськ, Ukraine, Electronic, 27123, Y, 
8694, c_08694, Альберт Масоха, 407, Bags, School Items, 1, $10.0, 2021-12-05 18:09:33, Tesco, місто Павлоград, Ukraine, Electronic, 24344, Y, 
eight thousand six hundred and ninety-fifth, c_08695, Веніямин Короленко, 406, Backpacks, School Items, 1, $29.0, 2021-12-05 18:09:33, Tesco, хутір Новгород-Сіверський, Ukraine, Electronic, 18209, Y, 
8696, c_08696, Азар Єрмоленко, 420, Gym Bag, School Items, 4, $48.0, 2021-08-07 16:10:12, Amazon, село Арциз, Ukraine, Gift card, 51976, N, Insufficent funds
8697, c_08697, Тимофій Худобʼяк, 105, Electronic Locks, Technology, 4, $340.0, 2021-08-07 16:10:12, Amazon, хутір Долина , Ukraine, Internet Banking, 82894, Y, 
8698, c_08698, Орися Андрощук, 412, Uniforms, School Items, 4, $80.0, 2021-01-28 17:31:44, Tesco, хутір Дунаївці, Ukraine, Cash, 57350, Y, 
8699, c_08699, Дарина Цибуленко, 403, Erasers, School Items, 4, $6.0, 2021-01-28 17:31:44, Tesco, хутір Бахмач, Ukraine, Gift card, 51920, Y, 
8700, c_08700, Ігнат Тичина, 411, Calculators, School Items, 3, $180.0, 2021-11-11 15:11:29, alza.cz, село Вуглегірськ, Ukraine, Cash, 15242, Y, 
8701, c_08701, Болеслав Сірченко, 108, Tablets, Technology, 1, $600.0, 2021-12-25 17:21:11, Amazon, селище Сміла, Ukraine, Gift card, 96581, Y, 
8702, c_08702, Юстина Левченко, 414, Notepads, School Items, 1, $3.0, 2021-12-25 17:21:11, Amazon, хутір Копичинці, Ukraine, Internet Banking, 83121, N, Account locked
8703, c_08703, Святослава Демʼянюк, 409, Crayons, School Items, 4, $12.0, 2021-10-02 18:25:42, Tesco, хутір Павлоград, Ukraine, Card, 47302, N, Invalid CVV
eight thousand seven hundred and fourth, c_08704, Наталія Лагода, 411, Calculators, School Items, 7, $420.0, 2021-03-11 12:44:30, Tesco, місто Брянка, Ukraine, Card, 36709, Y, 
8705, c_08705, Остап Єфименко, 202, Shoes, Clothes, 7, $420.0, 2021-02-10 11:35:54, Tesco, селище Винники, Ukraine, Card, 89458, Y, 
8706, c_08706, Олександр Затовканюк, 114, Webcam, Technology, 7, $840.0, 2021-02-10 11:35:54, Tesco, місто Іллінці, Ukraine, Card, 38135, N, Invalid CVV
8707, c_08707, Демʼян Голобородько, 404, Chromebooks, School Items, 9, $1080.0, 2021-11-02 08:33:03, Tesco, село Кагарлик, Ukraine, Electronic, 41663, Y, 
8708, c_08708, Віталій Корпанюк, 109, TVs, Technology, 9, $10800.0, 2021-11-02 08:33:03, Tesco, село Перевальськ, Ukraine, Cash, 15648, Y, 
8709, c_08709, Демид Карпа, 307, Dresser, Furniture, 10, $1200.0, 2021-06-07 14:01:54, Tesco, селище Чигирин, Ukraine, Electronic, 86414, Y, 
8710, c_08710, Хома Оберемко, 103, Microwaves, Technology, 3, $480.0, 2021-02-18 17:53:29, Tesco, село Бурштин , Ukraine, Gift card, 95048, Y, 
8711, c_08711, Анжела Свистун, 225, Cap, Clothes, 2, $40.0, 2021-10-15 10:27:34, Tesco, село Долина , Ukraine, Internet Banking, 93633, Y, 
8712, c_08712, Володимира Вітер, 105, Electronic Locks, Technology, 2, $170.0, 2021-10-15 10:27:34, Tesco, хутір Петрово-Красносілля, Ukraine, Cash, 44676, Y, 
8713, c_08713, Любов Мамчур, 404, Chromebooks, School Items, 4, $480.0, 2021-02-05 14:33:04, Tesco, селище Географія Вільнянська, Ukraine, Internet Banking, 63440, Y, 
8714, c_08714, Марина Литвин, 304, Cabinets, Furniture, 6, $480.0, 2021-11-22 13:14:55, Mediamarkt, село Овруч, Ukraine, Cash, 17489, N, Insufficent funds
8715, c_08715, Альберт Артимович, 315, Grandfather clock, Furniture, 9, $4500.0, 2021-12-04 08:04:29, Tesco, селище Золотоноша, Ukraine, Gift card, 32117, N, Insufficent funds
