1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, United States, Tacoma, Tesco, Cash, 42176, Y, 
9046, c_09046, Марфа Фролова, 101, Hard Drives, Technology, 7, $875.0, 2021-02-28 19:04:23, Russia, ст. Кош-Агач, Tesco, Cash, 80298, Y, 
9047, c_09047, Всеслав Алексеев, 401, Pencils, School Items, 7, $3.5, 2021-11-26 11:44:04, Russia, д. Комсомольск-на-Амуре, Tesco, Gift card, 84318, Y, 
9048, c_09048, Ульяна Архипова, 113, Mouse, Technology, 7, $560.0, 2021-11-26 11:44:04, Russia, клх Тында, Tesco, Cash, 96910, Y, 
9049, c_09049, Мокей Большакова, 417, Pencil Pouch, School Items, 9, $45.0, 2021-08-27 14:11:18, Russia, с. Елатьма, Amazon, Internet Banking, 64681, Y, 
9050, c_09050, Парамон Симонова, 409, Crayons, School Items, 9, $27.0, 2021-08-27 14:11:18, Russia, с. Моздок, Amazon, Gift card, 17307, Y, 
9051, c_09051, Ия Воробьева, 404, Chromebooks, School Items, 1, $120.0, 2021-11-07 12:01:47, Russia, д. Пенза, Tesco, Gift card, 76552, Y, 
9052, c_09052, Амос Туров, 307, Dresser, Furniture, 8, $960.0, 2021-09-26 12:59:27, Russia, д. Беслан, bazos.sk, Electronic, 38866, Y, 
9053, c_09053, Аркадий Князев, 222, Earrings, Clothes, 10, $800.0, 2021-02-23 11:04:24, Russia, г. Анива, Tesco, Gift card, 66655, Y, 
9054, c_09054, Тамара Федосеева, 309, Beds, Furniture, 7, $3500.0, 2021-12-14 17:15:05, Russia, клх Луга, Mediamarkt, Gift card, 87686, Y, 
9055, c_09055, Богдан Артемьева, 400, Notebooks, School Items, 2, $2.0, 2021-12-10 16:06:30, Russia, с. Назрань, Amazon, Electronic, 29259, Y, 
9056, c_09056, Мартьян Бобров, 203, Sandals, Clothes, 4, $120.0, 2021-06-25 19:22:21, Russia, д. Усть-Катав, Amazon, Card, 82422, Y, 
9057, c_09057, Любим Цветкова, 222, Earrings, Clothes, 2, $160.0, 2021-07-12 18:45:07, Russia, д. Липецк, Tesco, Card, 79019, N, Invalid card number
9058, c_09058, Азарий Исаев, 313, Cupboard, Furniture, 2, $180.0, 2021-07-12 18:45:07, Russia, г. Бирск, Tesco, Internet Banking, 98124, Y, 
9059, c_09059, Олег Громова, 103, Microwaves, Technology, 9, $1440.0, 2021-12-19 20:02:08, Russia, клх Рыльск, bazos, Electronic, 17573, Y, 
9060, c_09060, Самуил Александрова, 403, Erasers, School Items, 4, $6.0, 2021-12-24 09:25:17, Russia, п. Карабулак, Tesco, Internet Banking, 80937, Y, 
9061, c_09061, Тит Щербаков, 226, Watch, Clothes, 4, $240.0, 2021-12-24 09:25:17, Russia, д. Архангельск, Tesco, Internet Banking, 59434, Y, 
9062, c_09062, Ксения Рогов, 420, Gym Bag, School Items, 2, $24.0, 2021-04-07 11:54:33, Russia, с. Бугульма, Tesco, Internet Banking, 52576, N, Account locked
9063, c_09063, Филимон Тихонов, 107, Computers, Technology, 2, $1400.0, 2021-04-07 11:54:33, Russia, ст. Ногинск (Моск.), Tesco, Electronic, 74126, Y, 
9064, c_09064, Агап Тарасов, 104, Headphones, Technology, 5, $650.0, 2021-07-24 10:26:14, Russia, п. Бийск, Amazon, Cash, 38369, Y, 
nine thousand and sixty-fifth, c_09065, Аркадий Зыкова, 100, Laptops, Technology, 7, $3150.0, 2021-03-27 13:32:21, Russia, п. Октябрьское (Хант.), Tesco, Card, 48643, Y, 
9066, c_09066, Дмитрий Тимофеева, 110, Remotes, Technology, 2, $50.0, 2021-04-07 14:02:25, Russia, д. Малая Вишера, Tesco, Electronic, 90188, N, Account locked
9067, c_09067, Алевтина Дементьев, 410, Markers, School Items, 3, $9.0, 2021-10-11 08:21:39, Russia, клх Южно-Сахалинск, Tesco, Cash, 64956, N, Insufficent funds
9068, c_09068, Людмила Кириллова, 110, Remotes, Technology, 1, $25.0, 2021-12-10 14:42:00, Russia, с. Игарка, Aldi, Gift card, 79078, Y, 
9069, c_09069, Нинель Филатов, 210, T-shirts, Clothes, 9, $90.0, 2021-06-01 18:04:37, Russia, клх Долинск, Tesco, Gift card, 82984, N, Insufficent funds
9070, c_09070, Мина Юдин, 103, Microwaves, Technology, 3, $480.0, 2021-06-13 12:29:15, Russia, клх Минусинск, Tesco, Card, 94527, N, Invalid CVV
9071, c_09071, Пров Гаврилова, 409, Crayons, School Items, 7, $21.0, 2021-11-27 12:14:51, Russia, клх Буйнакск, Tesco, Cash, 47949, Y, 
9072, c_09072, Тамара Дьячкова, 310, Ladders, Furniture, 9, $207.0, 2021-11-15 15:33:21, Russia, г. Рыбинск, Tesco, Electronic, 83985, Y, 
9073, c_09073, Анастасия Корнилов, 105, Electronic Locks, Technology, 3, $255.0, 2021-12-27 13:36:14, Russia, п. Великие Луки, Tesco, Electronic, 51070, N, Account locked
9074, c_09074, Мефодий Кошелева, 105, Electronic Locks, Technology, 3, $255.0, 2021-12-27 13:36:14, Russia, к. Ейск, Tesco, Gift card, 88840, Y, 
9075, c_09075, Светлана Дементьева, 422, Lunchbox, School Items, 4, $28.0, 2021-12-11 11:16:50, Russia, п. Рубцовск, Tesco, Cash, 90391, Y, 
9076, c_09076, Марк Королева, 414, Notepads, School Items, 4, $12.0, 2021-12-11 11:16:50, Russia, с. Верхний Уфалей, Tesco, Cash, 62687, Y, 
9077, c_09077, Прасковья Маслов, 114, Webcam, Technology, 4, $480.0, 2021-01-25 14:13:14, Russia, клх Переславль-Залесский, Tesco, Internet Banking, 97363, Y, 
9078, c_09078, Януарий Турова, 215, Jackets, Clothes, 10, $200.0, 2021-12-26 20:02:27, Russia, п. Ивдель, Tesco, Internet Banking, 62573, Y, 
9079, c_09079, Иларион Жданова, 302, Recliners, Furniture, 10, $1650.0, 2021-12-26 20:02:27, Russia, ст. Мытищи, Tesco, Gift card, 13306, Y, 
9080, c_09080, Святослав Волков, 413, Sketchbooks, School Items, 3, $9.0, 2021-12-24 19:20:02, Russia, д. Любань, Amazon, Electronic, 82796, Y, 
9081, c_09081, Радим Орехов, 417, Pencil Pouch, School Items, 10, $50.0, 2021-11-12 11:33:58, Russia, п. Пермь, Tesco, Gift card, 63035, N, Insufficent funds
9082, c_09082, Фотий Нестерова, 103, Microwaves, Technology, 4, $640.0, 2021-11-02 20:25:10, Russia, ст. Лабинск, Tesco, Electronic, 21426, N, Account locked
9083, c_09083, Василиса Ковалев, 107, Computers, Technology, 4, $2800.0, 2021-01-03 17:07:10, Russia, к. Рыбинск, Tesco, Internet Banking, 46333, Y, 
9084, c_09084, Карп Федосеев, 418, Glue Stick, School Items, 4, $4.0, 2021-01-03 17:07:10, Russia, клх Пенза, Tesco, Card, 41914, Y, 
9085, c_09085, Евдокия Ефремов, 222, Earrings, Clothes, 9, $720.0, 2021-03-20 16:39:11, Russia, г. Углегорск, Tesco, Electronic, 89015, Y, 
9086, c_09086, Полина Лихачев, 105, Electronic Locks, Technology, 2, $170.0, 2021-06-17 14:40:32, Russia, г. Улан-Удэ, Tesco, Electronic, 63689, Y, 
9087, c_09087, Милован Афанасьева, 111, Earbuds, Technology, 5, $600.0, 2021-09-11 11:48:50, Russia, ст. Кулу, alza.cz, Card, 75828, Y, 
9088, c_09088, Зоя Субботина, 413, Sketchbooks, School Items, 7, $21.0, 2021-05-11 16:56:24, Russia, г. Ангарск, Tesco, Internet Banking, 52958, Y, 
9089, c_09089, Нина Носков, 411, Calculators, School Items, 5, $300.0, 2021-02-28 16:34:52, Russia, к. Кизилюрт, Tesco, Cash, 30289, N, Insufficent funds
9090, c_09090, Ярополк Лобанова, 402, Mechanical Pencils, School Items, 9, $4.5, 2021-11-26 09:41:36, Russia, с. Торжок, Tesco, Internet Banking, 50828, Y, 
9091, c_09091, Аполлон Носков, 221, Scarves, Clothes, 4, $72.0, 2021-10-21 19:46:31, Russia, к. Березники, Tesco, Cash, 53777, N, Insufficent funds
9092, c_09092, Силантий Никитина, 313, Cupboard, Furniture, 2, $180.0, 2021-06-12 11:41:58, Russia, г. Щельяюр, Tesco, Electronic, 98781, Y, 
9093, c_09093, Влас Кабанов, 107, Computers, Technology, 2, $1400.0, 2021-06-12 11:41:58, Russia, г. Ноябрьск, Tesco, Electronic, 20158, N, Account locked
9094, c_09094, Евпраксия Кабанова, 210, T-shirts, Clothes, 1, $10.0, 2021-10-19 18:29:05, Russia, г. Верхотурье, Tesco, Card, 56274, Y, 
9095, c_09095, Мечислав Русаков, 302, Recliners, Furniture, 8, $1320.0, 2021-09-18 16:27:06, Russia, п. Лодейное Поле, Amazon, Cash, 56074, Y, 
9096, c_09096, Данила Кириллов, 209, Dresses, Clothes, 8, $792.0, 2021-09-18 16:27:06, Russia, г. Серпухов, Amazon, Gift card, 28805, Y, 
9097, c_09097, Азарий Дроздов, 419, Lunch Bags, School Items, 7, $49.0, 2021-08-07 14:19:34, Russia, п. Обнинск, Tesco, Electronic, 32869, Y, 
9098, c_09098, Силантий Матвеев, 308, Chest, Furniture, 1, $80.0, 2021-07-01 16:26:53, Russia, ст. Бронницы, Tesco, Electronic, 19541, Y, 
9099, c_09099, Зосима Стрелкова, 117, Fridges, Technology, 1, $270.0, 2021-07-01 16:26:53, Russia, п. Нефедова, Tesco, Internet Banking, 54415, Y, 
9100, c_09100, Митофан Белоусова, 404, Chromebooks, School Items, 3, $360.0, 2021-06-10 18:06:13, Russia, клх Шатки, Amazon, Cash, 28970, Y, 
9101, c_09101, Ипат Симонова, 416, Folders, School Items, 10, $10.0, 2021-10-10 13:19:21, Russia, к. Аша, Tesco, Card, 59415, Y, 
9102, c_09102, Вышеслав Игнатов, 313, Cupboard, Furniture, 10, $900.0, 2021-10-10 13:19:21, Russia, ст. Вытегра, Tesco, Cash, 23177, N, Insufficent funds
9103, c_09103, Творимир Кононова, 302, Recliners, Furniture, 4, $660.0, 2021-12-26 19:59:54, Russia, д. Завьялиха, Aldi, Gift card, 58405, N, Insufficent funds
9104, c_09104, Творимир Котов, 103, Microwaves, Technology, 4, $640.0, 2021-12-10 18:07:51, Russia, п. Махачкала, Amazon, Gift card, 45940, N, Insufficent funds
9105, c_09105, Ульяна Сидоров, 202, Shoes, Clothes, 9, $540.0, 2021-11-10 12:23:14, Russia, к. Брянск, Amazon, Cash, 65860, Y, 
9106, c_09106, Оксана Устинова, 107, Computers, Technology, 1, $700.0, 2021-01-19 12:08:40, Russia, ст. Калининград, Tesco, Gift card, 96234, N, Insufficent funds
9107, c_09107, Святослав Суворова, 421, Sharpie pens, School Items, 10, $20.0, 2021-06-12 08:06:37, Russia, клх Славгород, Tesco, Gift card, 73185, Y, 
9108, c_09108, Эдуард Большакова, 406, Backpacks, School Items, 10, $290.0, 2021-06-12 08:06:37, Russia, п. Ачхой Мартан, Tesco, Gift card, 34148, Y, 
9109, c_09109, Аристарх Зимин, 419, Lunch Bags, School Items, 7, $49.0, 2021-07-26 11:14:29, Russia, с. Агинское (Забайк.), Tesco, Gift card, 20111, N, Insufficent funds
nine thousand one hundred and tenth, c_09110, Клавдий Авдеев, 212, Sunglasses, Clothes, 7, $553.0, 2021-07-26 11:14:29, Russia, клх Дивногорск, Tesco, Card, 99974, Y, 
nine thousand one hundred and eleventh, c_09111, Никон Тетерин, 103, Microwaves, Technology, 1, $160.0, 2021-08-20 11:33:46, Russia, ст. Гаврилов-Ям, Tesco, Gift card, 15109, N, Insufficent funds
nine thousand one hundred and twelfth, c_09112, Анна Савельева, 118, Monitors, Technology, 2, $300.0, 2021-12-05 08:13:15, Russia, д. Санкт-Петербург, Aldi, Gift card, 30975, N, Insufficent funds
9113, c_09113, Дмитрий Наумов, 221, Scarves, Clothes, 5, $90.0, 2021-11-09 11:41:45, Russia, г. Токма, Tesco, Cash, 84521, Y, 
9114, c_09114, Эммануил Беспалова, 302, Recliners, Furniture, 8, $1320.0, 2021-11-14 15:08:45, Russia, ст. Таганрог, Tesco, Cash, 40225, Y, 
9115, c_09115, Евгения Герасимов, 417, Pencil Pouch, School Items, 8, $40.0, 2021-11-14 15:08:45, Russia, к. Домодедово, Tesco, Cash, 78304, N, Insufficent funds
9116, c_09116, София Беспалова, 103, Microwaves, Technology, 7, $1120.0, 2021-11-09 08:51:21, Russia, г. Серпухов, Tesco, Card, 73409, Y, 
9117, c_09117, Прасковья Красильников, 409, Crayons, School Items, 6, $18.0, 2021-01-18 15:41:40, Russia, клх Джубга, Tesco, Card, 46529, Y, 
9118, c_09118, Иннокентий Зиновьев, 304, Cabinets, Furniture, 9, $720.0, 2021-06-05 20:13:48, Russia, клх Невельск, Tesco, Card, 51750, Y, 
9119, c_09119, Эммануил Никифоров, 303, Tables, Furniture, 6, $2100.0, 2021-04-23 19:01:29, Russia, клх Губаха, Tesco, Gift card, 75866, Y, 
nine thousand one hundred and twentieth, c_09120, Зинаида Панов, 220, Bow-ties, Clothes, 6, $90.0, 2021-04-23 19:01:29, Russia, к. Череповец, Tesco, Internet Banking, 31645, N, Account locked
9121, c_09121, Ерофей Прохоров, 205, Socks, Clothes, 7, $35.0, 2021-06-17 11:13:33, Russia, д. Шелехов, Tesco, Card, 61349, Y, 
9122, c_09122, Эраст Макаров, 107, Computers, Technology, 7, $4900.0, 2021-06-17 11:13:33, Russia, п. Углич, Tesco, Card, 82451, Y, 
9123, c_09123, Алина Харитонов, 303, Tables, Furniture, 8, $2800.0, 2021-11-25 12:40:59, Russia, клх Кудымкар, Tesco, Gift card, 96319, Y, 
9124, c_09124, Сила Назарова, 313, Cupboard, Furniture, 8, $720.0, 2021-11-25 12:40:59, Russia, с. Благовещенск (Амур.), Tesco, Card, 46677, N, Invalid CVV
9125, c_09125, Ананий Жданов, 312, Stool, Furniture, 3, $75.0, 2021-04-22 14:55:14, Russia, п. Касимов, Tesco, Gift card, 65804, Y, 
9126, c_09126, Азарий Шилов, 103, Microwaves, Technology, 3, $480.0, 2021-04-22 14:55:14, Russia, клх Токсово, Tesco, Cash, 50793, Y, 
9127, c_09127, Элеонора Лобанов, 107, Computers, Technology, 1, $700.0, 2021-09-03 18:15:20, Russia, ст. Корсаков, Tesco, Gift card, 64985, Y, 
9128, c_09128, Ульяна Матвеев, 209, Dresses, Clothes, 1, $99.0, 2021-09-03 18:15:20, Russia, ст. Шелагонцы, Tesco, Gift card, 18635, N, Insufficent funds
9129, c_09129, Нестор Анисимов, 406, Backpacks, School Items, 4, $116.0, 2021-12-20 14:10:19, Russia, ст. Яшкуль, Amazon, Electronic, 75603, N, Account locked
9130, c_09130, Варлаам Соловьев, 402, Mechanical Pencils, School Items, 4, $2.0, 2021-12-20 14:10:19, Russia, к. Бугульма, Amazon, Internet Banking, 52218, Y, 
9131, c_09131, Борислав Ильин, 215, Jackets, Clothes, 10, $200.0, 2021-11-08 11:27:53, Russia, к. Артем, Mediamarkt, Gift card, 10062, N, Insufficent funds
9132, c_09132, Феофан Никонова, 101, Hard Drives, Technology, 10, $1250.0, 2021-11-08 11:27:53, Russia, г. Великие Луки, Mediamarkt, Electronic, 83607, N, Account locked
9133, c_09133, Ананий Исаева, 408, Rulers, School Items, 1, $2.0, 2021-11-14 13:33:10, Russia, к. Бронницы, Amazon, Gift card, 27689, N, Insufficent funds
9134, c_09134, Гордей Борисова, 404, Chromebooks, School Items, 10, $1200.0, 2021-10-20 14:27:15, Russia, г. Черусти, Tesco, Cash, 39817, Y, 
9135, c_09135, Измаил Гришин, 305, Clocks, Furniture, 10, $1000.0, 2021-10-20 14:27:15, Russia, п. Жиганск, Tesco, Cash, 12305, N, Insufficent funds
9136, c_09136, Никифор Кабанова, 418, Glue Stick, School Items, 4, $4.0, 2021-12-28 12:55:49, Russia, ст. Видное, Tesco, Electronic, 99679, Y, 
9137, c_09137, Оксана Никитин, 311, Ottoman, Furniture, 4, $200.0, 2021-07-06 13:11:50, Russia, клх Североморск, Tesco, Cash, 79628, Y, 
9138, c_09138, Таисия Родионов, 207, Kahkis, Clothes, 4, $60.0, 2021-07-06 13:11:50, Russia, с. Сладково, Tesco, Electronic, 38094, Y, 
9139, c_09139, Станислав Афанасьева, 100, Laptops, Technology, 9, $4050.0, 2021-12-28 20:03:18, Russia, д. Нарым, Amazon, Internet Banking, 86160, Y, 
9140, c_09140, Нифонт Гордеев, 408, Rulers, School Items, 9, $18.0, 2021-12-28 20:03:18, Russia, клх Челябинск, Amazon, Gift card, 39246, N, Insufficent funds
9141, c_09141, Платон Тимофеев, 110, Remotes, Technology, 5, $125.0, 2021-05-26 19:37:54, Russia, ст. Троицко-Печорск, Tesco, Electronic, 62870, N, Account locked
9142, c_09142, Демьян Князева, 414, Notepads, School Items, 8, $24.0, 2021-03-17 19:54:08, Russia, к. Щельяюр, Tesco, Cash, 80826, Y, 
9143, c_09143, Дарья Агафонова, 106, Drones, Technology, 2, $100.0, 2021-12-22 10:09:55, Russia, ст. Видное, Amazon, Electronic, 93149, Y, 
9144, c_09144, Рюрик Шаров, 111, Earbuds, Technology, 2, $240.0, 2021-12-22 10:09:55, Russia, д. Омск, Amazon, Cash, 33902, Y, 
9145, c_09145, Людмила Шубина, 102, Phones, Technology, 8, $4800.0, 2021-12-08 14:26:51, Russia, д. Краснотурьинск, Amazon, Card, 38670, Y, 
9146, c_09146, Тимур Савин, 200, Jeans, Clothes, 4, $116.0, 2021-10-06 16:21:36, Russia, клх Кострома, alza.cz, Internet Banking, 29617, Y, 
